mahA	3667
a	2771
sarva	2489
waw	1377
Xarma	1284
xeva	1164
sva	857
brahma	815
wri	766
rAja	737
nara	660
Axi	651
arWam	597
SrI	549
eka	546
parama	538
arWa	488
kAla	485
loka	474
inxra	465
Sawa	452
kAma	449
agni	433
xvi	431
karma	429
rasa	413
Sara	405
Barawa	405
AwmA	391
guNa	389
puruRa	386
bala	381
sama	380
Pala	378
para	375
sawya	359
Awma	357
vexa	354
qRaBa	350
paFca	347
kqwa	346
AxayaH	339
bahu	338
raWa	335
pApa	328
cawuH	322
sahasra	307
kuru	300
puwra	298
pUrva	298
xoRa	294
vara	286
yoga	283
jana	283
xaSa	280
kqRNa	274
guru	273
mArkaNdeyaH	260
canxra	257
piwwa	250
rUpa	245
jala	245
suKa	243
sapwa	243
qRayaH	242
varRa	237
gaja	236
nAga	236
piwq	236
viRa	234
puRpa	232
balaH	231
xuHKa	230
yajFa	227
jFAna	223
bAhuH	223
varNa	222
vajra	221
rAkRasa	219
jFaH	219
puNya	217
mahI	214
muni	214
kaPa	213
viw	212
pawiH	210
paxma	207
Siva	207
wejAH	207
BIma	206
sahasrANi	205
wawwva	204
xaH	204
sUrya	203
uwwama	203
Rat	202
xeha	200
pAxa	200
manwra	200
wapaH	198
hema	198
SAswra	196
xivya	193
ganXarva	192
guNam	189
Soka	186
prANa	184
Baya	184
qRi	184
Saswra	183
mqga	182
Palam	182
nqpa	182
mUla	181
kula	181
ISvaraH	180
ganXa	178
pANdu	178
vana	178
kqw	177
sura	177
sawwama	176
AxiBiH	175
SreRTa	175
maXu	174
jiwa	174
viSva	174
saha	173
aXipa	173
vAk	172
arXa	172
siMha	169
go	169
xam	167
arka	164
anwe	163
jvara	163
vIra	161
hawa	161
ISvara	161
Sakwi	160
cakra	160
roga	159
Xana	159
wIrWa	159
inxriya	158
wrayam	157
alpa	155
anna	155
wale	155
sixXi	154
sawwva	154
anwara	154
sWam	154
BU	153
Gnam	152
jaH	152
swrI	152
lokam	152
aWa	152
vA	152
SUla	151
brAhmaNa	151
aSva	150
mayam	150
ciwra	149
kriyA	148
vAnara	147
balam	146
mAwram	146
mUwra	146
afga	146
priya	145
SafKa	145
yama	145
maNi	145
Sabxa	144
rUpam	144
rawna	144
xAnava	144
xIrGa	143
svarga	143
viRNu	143
karam	142
vixyA	141
xaNda	141
buxXi	141
Sawam	140
sWaH	140
maXye	140
puwraH	140
gaNa	140
giri	140
hA	138
SarIra	138
nIla	137
AxInAm	136
karNa	135
mqwyu	135
yogena	133
kRIra	133
vipra	133
yuga	133
mAMsa	132
gaxA	132
xevaH	131
mAwreNa	130
lakRaNam	129
AxiRu	129
AyuH	128
loha	128
mayaH	128
raWaH	128
garBa	127
samam	127
ASrama	127
UrXva	126
asura	126
kRaya	125
ruxra	125
inxraH	125
parvawa	124
manaH	124
pqWivI	124
haram	124
kroXa	124
wAmra	124
Axiwya	124
rAma	124
xEwya	123
aswra	123
ISvaram	123
jarA	122
maXya	122
Sawru	122
meGa	122
koti	121
hari	121
raWAH	121
xravya	120
karaH	120
xAna	120
vyAGra	119
anila	119
kAle	119
xeSa	119
jAH	117
gawa	117
pura	117
BUmi	116
xvayam	115
janma	115
kuRTa	113
Awmakam	113
BAva	113
ambu	112
XaraH	112
vixaH	112
XanuH	112
akRaH	111
nanxana	111
SoNiwa	110
vAyu	110
SvAsa	109
suvarNa	109
Basma	109
xvija	109
hiraNya	109
SiraH	108
kAsa	108
kRewra	108
SleRma	107
nASanam	107
anwa	107
sneha	107
uwwamaH	107
pAra	107
amla	106
BqwAm	106
yakRa	105
vyAXi	105
vrawa	105
mokRa	105
Awreya	105
SuBa	105
sWAna	104
vqkRa	103
xarSanam	103
Sakra	103
kara	102
xAha	101
xroNa	101
nArAyaNa	101
raWam	100
paraH	99
inxriyaH	99
vinA	99
muKa	98
vaXa	98
raNa	98
mAyA	97
graha	97
agra	97
praBam	97
kAFcana	96
SilA	96
kalpa	96
samaH	95
Gora	95
haswa	93
niwya	93
kRawra	93
upamam	93
kqwam	93
XAwu	92
praxam	92
narmaxA	92
nava	91
sparSa	91
bANa	91
wila	90
vikramaH	90
mala	89
wIkRNa	89
mqxu	89
balAH	89
SArxUla	89
RodaSa	88
Sukra	88
xina	88
vqka	88
Sukla	87
svarNa	87
aMSena	87
gawaH	86
bAhu	86
gawam	86
XarmaH	86
uwwara	86
qRiH	86
aBi	86
lifga	85
SEla	85
niSa	85
xIpwa	84
arWe	84
viXi	84
puta	84
wAra	84
gaH	83
safkASam	83
gaNAH	83
mqw	83
paSu	83
kunwI	83
anware	82
aRta	82
sawwamaH	82
miwra	82
BUri	82
ISaH	82
vqRNi	82
anya	81
pawra	81
paxam	81
rUpeNa	81
vixAm	81
yaSAH	81
wapAH	81
haya	81
bIja	80
haswi	80
ukwa	80
Sruwi	80
gqha	80
vaSam	80
viMSawi	80
kAraNam	79
karmaNi	79
xevawA	79
moha	79
haMsa	79
hiMsA	79
qRaBaH	79
pawe	79
vaswra	78
sarpa	78
AxO	78
xakRiNa	78
aXipaH	78
Svewa	77
kRAra	77
lavaNa	77
prIwi	77
anwaram	77
mAsa	77
rUpaH	77
yUWa	77
wejaH	76
kanaka	76
sAgara	76
kRawriya	76
nanxanaH	76
pANdava	76
afgam	75
aSanam	75
Bqgu	75
ugra	75
xuryoXana	75
xanwa	74
vahni	74
gulma	74
vaMSa	74
afgaH	74
pala	74
agninA	74
kAlam	74
jaya	74
mAwq	74
manu	74
SreRTam	74
rajaH	73
aneka	73
saMsAra	73
kaNTa	72
Cinna	72
inxrasya	72
newra	71
vraNa	71
GnaH	71
yaw	71
muKAH	71
samBavaH	70
uRNa	70
cUrNam	70
manxa	70
sWAH	70
guNaH	70
SUxra	70
akRam	70
manuja	70
wEla	69
asra	69
vasu	69
maxa	69
XarmeNa	69
uxaka	68
AwmakaH	68
snAna	68
xik	68
paxa	68
cArI	68
loke	68
kanyA	68
ISam	68
manAH	68
SreRTaH	67
kRaye	67
yoni	67
apaham	67
jAwi	67
paraspara	67
wqNa	67
woya	67
saFjFA	66
uraga	66
piNda	66
AyuXa	65
uxara	65
pAka	65
qwu	65
ari	65
aMSam	65
sAXu	65
arWaH	65
pawrANi	65
vAxinaH	65
Ananxa	64
vacaH	64
keSa	64
AkASa	64
kqmi	64
mawsya	64
pAna	64
vAri	64
akRa	64
AKyam	64
SuxXa	64
jAwa	64
xyuwiH	64
axBuwa	64
iRvAsaH	64
arjuna	64
bAla	63
aBra	63
yukwena	63
Asana	63
Ka	63
jiw	63
nakRawra	63
viviXa	63
xinam	63
uwwamam	63
vrawam	63
mUlam	62
AxIni	62
yava	62
carma	62
lakRaNa	62
parAkramaH	62
cAru	62
puram	62
anyonya	62
qRaBAH	62
wIrWam	62
lawA	61
prakqwi	61
XarAH	61
XAnya	61
praxaH	61
Kara	61
krama	61
Bava	61
vAsinaH	61
mArga	60
BAga	60
pANi	60
sWAnam	60
qkRa	60
smqwi	60
Xaram	60
viciwra	60
labXa	60
ISa	59
haraH	59
uwwaram	59
varXanam	59
amara	59
svexa	59
upamaH	59
xarSana	59
Binna	59
BAvaH	59
bIjam	59
vAsuxeva	59
xIna	59
arxanaH	59
ABam	58
kusuma	58
rAga	58
vAram	58
karmaNA	58
AwmajaH	58
paweH	58
maNdalam	57
mAruwa	57
harRa	57
AhAra	57
prajA	57
SIla	57
rasena	57
inxu	57
ciw	57
anwam	57
locanaH	57
uxaraH	57
Amaya	56
vit	56
wqRNA	56
agram	56
jam	56
bARpa	56
gafgA	56
pUjA	56
kRayam	56
jIva	56
lohiwa	56
xevasya	56
Xarmam	56
rukma	56
kamala	56
kRaram	56
sUkRma	55
pASa	55
laGu	55
SoPa	55
pakRa	55
Xvaja	55
upamAH	55
yojana	55
kAmaH	55
jFAH	55
inxram	55
puwrO	55
varNam	54
wamaH	54
ruXira	54
nuw	54
pArWiva	54
wala	54
cinwA	54
arXam	54
ananwa	54
parAyaNAH	54
xAnena	54
Sva	54
cApa	54
jagaw	54
cira	53
BAk	53
AxiH	53
viRama	53
hima	53
nASanaH	53
Kadga	53
hewu	53
cAriNaH	53
xAnam	53
gam	53
rasEH	53
SabxaH	53
kalA	53
Boga	53
varaH	53
SukaH	53
aSanaH	53
vixyuw	53
cara	53
BIRma	53
XUma	52
vega	52
sahasreNa	52
sAra	52
pawi	52
rakRasAm	52
karmasu	52
asi	52
ambara	51
hewuH	51
varXanaH	51
meha	51
xuRta	51
vqxXi	51
anala	51
wAla	51
pArSva	51
karmA	51
viXiH	51
naRta	51
xAH	51
jFAnam	51
AwmanaH	51
jatA	51
Sqfga	51
varam	51
XyAna	51
lokasya	51
viSeRa	51
sahasram	51
wejasA	51
cewasaH	51
suhqw	50
vexanA	50
samAna	50
vacanam	50
kAyaH	50
vAji	50
sWiwi	50
vAma	50
svAXyAya	50
kRaNAw	50
safkASaH	50
mqwa	50
karmaNAm	50
maNdala	50
sAma	50
SrAxXa	50
pawim	50
wrElokya	50
puwrasya	50
pute	50
vrawaH	50
vigawa	50
xAra	49
canxana	49
wvak	49
kaRAya	49
Srama	49
Arwi	49
aSma	49
japa	49
mukwA	49
gaNEH	49
ukwam	49
xEva	49
rUpAH	49
wriMSaw	49
loma	49
kapi	49
muKaH	49
vasuXA	49
vyAGraH	49
xevam	49
mAnasaH	48
nAma	48
wIvra	48
Buja	48
RaRti	48
arWI	48
cala	48
praBA	48
viRaya	48
loBa	48
manwraH	48
vafga	48
mawwa	48
xruma	48
xevawAH	48
gANdIva	48
sa	48
naKa	47
muKam	47
karAH	47
safKyA	47
jFa	47
koSa	47
Bakwi	47
uxayaH	47
ABaraNa	47
ravi	47
mAlA	47
hqRta	47
manuRya	47
puwram	47
qReH	47
mAxrI	47
AxIn	46
pARANa	46
vAraNa	46
guNAH	46
uxBavam	46
svara	46
hIna	46
pAvaka	46
SApa	46
kAraNa	46
guNEH	46
wanwra	46
BAvAw	46
yogaH	46
jAmbUnaxa	46
oGa	46
varRam	46
yAma	46
pAH	46
niyawa	46
kRuw	45
Avaham	45
samBavam	45
Gana	45
SAka	45
gAminaH	45
ruci	45
xa	45
jambIra	45
cawuRtayam	45
qRiBiH	45
naxI	45
xarSinaH	45
praBaH	45
wIrWe	45
maxra	45
xeSe	44
BAra	44
rasam	44
mexaH	44
SaSa	44
Bagna	44
AKyaH	44
pramANa	44
kqwaH	44
homa	44
SeRam	44
SIGra	44
vanam	44
gAH	44
sixXiH	44
mAwra	44
vAla	44
grAma	44
BqSa	44
yogAw	44
AkAram	44
xravEH	44
BURaNam	44
parAH	44
qk	44
varReNa	44
pqWu	44
pAla	44
piwAmahaH	44
vAhanaH	44
Sani	44
Ama	43
meru	43
salila	43
katu	43
baxXa	43
kAya	43
yukwam	43
banXa	43
prawyaya	43
varNAH	43
Bexa	43
Bayam	43
vqwwi	43
Awmane	43
pufgavaH	43
varRANi	43
anIkam	43
saBA	43
BAve	43
sWAvara	42
karmaBiH	42
maXura	42
AcAra	42
xqRta	42
lakRaNaH	42
cakRuH	42
muKe	42
uwwamAH	42
aMSa	42
parAyaNaH	42
ojasaH	42
bAhum	42
samuxra	42
senA	42
arNave	42
Ahave	42
kim	42
mukwi	41
awyanwa	41
ORaXa	41
SAnwi	41
pawwra	41
nija	41
parva	41
hewoH	41
gaNAn	41
sawwamAH	41
pufgavAH	41
rAt	41
BImasena	41
pramA	41
hqRIka	41
xqRti	40
ewaw	40
aNda	40
SawAni	40
viSAraxaH	40
Uru	40
aSru	40
kqcCra	40
AwmanA	40
xvaya	40
kRuxra	40
yukwaH	40
bali	40
AxiByaH	40
BAgam	40
BayAw	40
vaSa	40
cIra	40
anXaka	40
mUrXani	40
upamEH	40
Barwq	40
vakwra	39
walpa	39
nABi	39
pavana	39
uwpala	39
purANa	39
vayaH	39
svapna	39
varNaH	39
SUnya	39
agnim	39
lakRa	39
vegena	39
rawi	39
ja	39
Sabxena	39
maraNa	39
vane	39
AhAraH	39
kaWA	39
yAwrA	39
BrAwq	39
mukwa	39
kOrava	39
kUta	39
AwmAnam	39
wArA	39
sawwamam	39
inxreNa	39
carAH	39
mURa	39
anu	39
vivarjiwaH	39
rAkRasAH	38
arSaH	38
