ca	24548
uvAca	8440
eva	7204
na	7126
wu	5617
waWA	4374
iwi	4283
sa	3378
wawaH	3252
waw	3055
iva	2622
hi	2530
wawra	2313
yaWA	2155
wasya	2071
evam	2053
yaH	1745
vA	1720
wam	1589
we	1558
vE	1450
waxA	1437
yaw	1346
aWa	1257
ewaw	1129
Bavew	1098
vESampAyanaH	1065
awra	1051
sarve	983
xqRtvA	945
ixam	924
wena	910
Bavawi	890
asya	880
saH	872
ye	836
yuXiRTiraH	780
ayam	778
weRAm	749
syAw	746
sarvam	744
sA	737
ucyawe	735
iha	700
BIRmaH	698
namaH	694
SruwvA	694
ha	691
abravIw	685
yawra	643
rAjA	638
param	584
wasmin	571
aswi	562
Aha	561
nAma	556
kqwvA	550
saFjayaH	545
BArawa	536
kaWam	528
yasya	522
jAyawe	520
ukwam	517
eRa	514
BagavAn	512
saxA	509
yaxi	496
wAm	494
kuryAw	453
sma	452
vacanam	441
rAjan	439
wAn	435
UcuH	434
saMSayaH	431
ukwaH	430
yawaH	399
ewe	395
yaxA	395
XarmaH	390
Bavanwi	385
uwwamam	382
yAvaw	376
xevAH	375
AhuH	374
karma	372
wasmAw	361
wapaH	361
aBavaw	354
anye	346
mahaw	346
parASaraH	346
Palam	345
brahmA	344
naraH	330
paramam	327
awaH	322
loke	308
balam	306
yena	297
sawyam	294
raNe	294
wO	294
sarveRAm	290
ekam	290
ukwvA	288
prawi	281
asO	280
AsIw	280
samyak	279
AwmanaH	279
puwraH	278
wAvaw	276
agniH	276
mArkaNdeyaH	276
BaviRyawi	275
nAnA	272
vacaH	272
om	271
smqwaH	265
xivyam	263
xaxyAw	261
manaH	261
brAhmaNaH	259
sarvAn	258
ekaH	256
arjunaH	253
qRayaH	253
SarEH	251
axya	247
AwmAnam	246
anyaw	245
anena	242
pqWak	241
xevaH	238
puruRaH	237
wasyAH	237
mahAn	236
kAle	231
kqwam	230
brahma	228
baBUva	227
suKam	224
nAraxaH	224
sarvAH	220
wapasA	220
xaxarSa	219
vixyawe	218
vyAsaH	217
XanvanwariH	216
asmin	214
Xarmam	214
yA	213
vAyuH	213
xAnam	210
jagAma	209
rUpam	207
praBuH	207
maXye	206
wEH	206
wayoH	204
wrayaH	204
vexa	203
asi	203
rAmaH	201
mahawA	200
karowi	199
BUyaH	197
kuruwe	195
ISvaraH	193
yAwi	192
pacew	192
sarvawaH	191
jFAnam	191
varaH	191
aBUw	191
