ca	24548
uvAca	8440
eva	7204
na	7137
wu	5617
waw	4432
waWA	4388
iwi	4289
mahA	3667
sa	3426
wawaH	3252
a	2771
iva	2622
hi	2530
sarva	2489
wawra	2322
yaWA	2185
evam	2080
wasya	2071
vA	1872
yaH	1745
wam	1589
we	1558
vE	1450
waxA	1437
yaw	1417
aWa	1409
Xarma	1286
xeva	1217
ewaw	1169
Bavew	1098
vESampAyanaH	1065
awra	1052
brahma	1043
sarve	983
xqRtvA	945
ixam	925
wena	910
Bavawi	890
asya	881
saH	872
sva	857
ye	838
karma	801
yuXiRTiraH	780
ayam	778
wri	766
weRAm	749
syAw	746
sarvam	745
rAja	737
sA	737
ucyawe	736
namaH	704
iha	700
BIRmaH	700
ha	699
SruwvA	694
abravIw	685
nara	660
arWam	656
Axi	653
yawra	643
rAjA	640
param	607
nAma	604
wasmin	571
ukwam	566
aswi	562
Aha	561
wapaH	559
vexa	557
AwmA	554
SrI	552
kaWam	550
kqwvA	550
BArawa	548
eka	546
saFjayaH	545
parama	538
mArkaNdeyaH	536
Palam	527
yasya	522
jAyawe	520
eRa	514
BagavAn	512
saxA	510
yaxi	496
qRayaH	495
wAm	494
vacanam	491
arWa	488
kAla	485
XarmaH	476
inxra	475
loka	474
kuryAw	453
balam	452
Sawa	452
sma	452
kAma	450
uwwamam	445
ukwaH	441
rAjan	439
saMSayaH	437
wAn	435
UcuH	434
agni	433
xvi	431
puwraH	418
rasa	413
Barawa	406
Sara	405
bahu	402
yawaH	400
ewe	395
yaxA	395
guNa	389
puruRa	386
manaH	385
Bavanwi	385
xevAH	385
bala	381
sama	380
kuru	380
yAvaw	378
Pala	378
loke	376
para	375
AhuH	374
ISvaraH	373
xevaH	369
wasmAw	361
sawya	359
Awma	357
nqpa	354
aBavaw	354
rUpam	351
kAle	350
qRaBa	350
brahmA	347
paFca	347
parASaraH	347
maXye	346
anye	346
kqwa	346
mahaw	346
AxayaH	341
vacaH	336
raWa	335
naraH	333
vara	333
pApa	330
AwmanaH	330
paramam	329
puwra	325
pawiH	324
awaH	323
kqwam	323
cawuH	322
prawi	319
kqRNa	319
raNe	319
agniH	311
guru	307
sahasra	307
pUrva	298
sawyam	298
yena	297
xoRa	294
wO	294
Sawam	291
sarveRAm	290
ekam	290
inxraH	290
wAvaw	289
ukwvA	288
AwmAnam	285
jana	284
yoga	283
asO	280
xaSa	280
AsIw	280
samyak	279
vinA	279
