ca	a	a	2	5022
ca	a	e	2	3864
ca	a	s	2	2949
ca	a	p	2	2663
na	a	a	2	2494
ca	a	w	2	2373
ca	a	v	2	2324
ca	a	m	2	2290
ca	a	k	2	1752
eva	a	c	2	1321
ca	a	x	2	1258
ca	a	n	2	1243
ca	a	y	2	1225
eva	a	a	2	1143
na	a	s	2	1115
na	a	c	2	1115
ca	a	B	2	1095
ca	a	S	2	1092
saH	aH	a	2	1063
eva	a	s	2	1037
mahA	A	b	1	1010
eva	a	w	2	993
waWA	A	e	2	988
sa	a	w	2	981
wu	u	w	2	935
wawaH	aH	w	2	911
na	a	w	2	907
eva	a	p	2	904
wu	u	s	2	868
ca	a	A	2	801
ca	a	r	2	796
api	i	a	2	782
wu	u	v	2	753
na	a	v	2	742
api	i	s	2	730
wu	u	p	2	724
eva	a	v	2	715
ca	a	u	2	712
na	a	p	2	701
wawaH	aH	s	2	686
evam	m	u	2	685
iwi	i	u	2	671
na	a	e	2	656
hi	i	a	2	651
vA	A	a	2	642
ca	a	b	2	637
waWA	A	a	2	636
waw	w	a	2	617
waw	w	s	2	617
ca	a	g	2	604
eva	a	k	2	603
eva	a	m	2	593
mahA	A	r	1	593
iwi	i	a	2	589
wawaH	aH	a	2	589
ca	a	i	2	579
wu	u	k	2	569
sa	a	v	2	565
api	i	v	2	564
wawaH	aH	p	2	563
api	i	w	2	548
wu	u	a	2	547
waw	w	w	2	546
sa	a	p	2	539
api	i	p	2	538
waw	w	v	2	535
wu	u	m	2	531
iva	a	a	2	519
na	a	h	2	506
punaH	aH	p	2	495
na	a	m	2	485
iwi	i	e	2	479
wawra	a	w	2	479
api	i	n	2	477
wu	u	y	2	472
iwi	i	p	2	468
we	e	s	2	468
yaH	aH	w	2	462
waw	w	p	2	453
we	e	a	2	452
sa	a	m	2	452
we	e	v	2	448
we	e	p	2	442
ca	a	j	2	439
wu	u	x	2	437
eva	a	n	2	436
iwi	i	s	2	432
ca	a	X	2	428
na	a	k	2	428
sa	a	s	2	424
api	i	c	2	423
na	a	S	2	419
yaH	aH	a	2	419
sa	a	c	2	418
iwi	i	v	2	415
eva	a	x	2	411
mahA	A	v	1	408
wawaH	aH	k	2	407
wam	m	a	2	407
wu	u	n	2	406
wawra	a	a	2	403
mahA	A	q	1	401
yaWA	A	u	2	395
hi	i	s	2	395
wawra	a	e	2	394
wasya	a	a	2	392
wawra	a	s	2	390
wu	u	r	2	387
api	i	k	2	380
eva	a	h	2	379
sarva	a	p	1	378
sa	a	k	2	372
Barawa	a	q	1	372
waw	w	k	2	370
hi	i	w	2	362
api	i	m	2	362
rAja	a	i	1	362
na	a	x	2	360
waw	w	a	1	354
waw	w	e	2	350
na	a	B	2	350
mahA	A	i	1	350
we	e	w	2	349
waw	w	c	2	348
wawaH	aH	x	2	346
ca	a	h	2	342
eva	a	S	2	342
api	i	x	2	340
sarva	a	l	1	332
wasya	a	p	2	331
waWA	A	c	2	331
mahA	A	m	1	331
na	a	u	2	327
yaw	w	w	2	327
awra	a	s	2	323
iwi	i	w	2	321
parASaraH	aH	u	2	318
sarva	a	s	1	316
eva	a	y	2	312
evam	m	v	2	309
sa	a	r	2	309
hi	i	m	2	308
iwi	i	m	2	308
api	i	u	2	307
we	e	k	2	306
na	a	j	2	304
ca	a	c	2	303
iwi	i	c	2	303
eva	a	B	2	301
hi	i	p	2	301
aham	m	w	2	300
wasya	a	w	2	299
mahA	A	w	1	298
aWa	a	s	2	298
wvam	m	a	2	295
wawaH	aH	v	2	293
wu	u	B	2	293
waw	w	k	1	293
wam	m	p	2	292
iwi	i	h	2	292
wu	u	S	2	291
sarva	a	x	1	291
yaH	aH	s	2	289
ca	a	l	2	288
we	e	n	2	286
sa	a	h	2	284
aham	m	a	2	284
vA	A	p	2	283
we	e	m	2	281
sa	a	x	2	280
evam	m	e	2	279
ixam	m	a	2	279
wam	m	x	2	279
evam	m	s	2	278
yaw	w	c	2	276
hi	i	v	2	276
wasya	a	v	2	275
waw	w	u	2	275
waw	w	m	2	275
kim	m	a	2	274
vE	E	p	2	274
sa	a	n	2	273
iwi	i	A	2	270
waWA	A	s	2	269
mahA	A	a	1	269
aWa	a	v	2	268
ixam	m	v	2	267
mahA	A	p	1	266
sa	a	y	2	265
yaw	w	a	2	264
eva	a	A	2	262
iva	a	p	2	261
wawaH	aH	S	2	258
sarva	a	a	1	257
sarva	a	v	1	257
waw	w	S	2	257
awra	a	a	2	255
iwi	i	S	2	255
Xarma	a	a	1	254
na	a	A	2	254
waWA	A	i	2	254
iwi	i	n	2	252
api	i	y	2	249
wam	m	v	2	249
XqwarARtraH	aH	u	2	248
yaH	aH	p	2	247
wam	m	A	2	247
