ca	ca	ind.			40602
na	na	ind.			12667
eva	eva	ind.			11584
wu	wu	ind.			8981
iwi	iwi	ind.			8431
api	api	ind.			8050
sa	wax	m. sg. nom.			6272
wawaH	wawas	ind.			6178
waWA	waWA	ind.			5746
mahA	mahaw	iic.			5478
hi	hi	ind.			4516
wawra	wawra	ind.			3918
sarva	sarva	iic.			3574
wam	wax	m. sg. acc.			3435
waw	wax	n. sg. nom.			3388
iva	iva	ind.			3363
uvAca	vac	pft. ac. sg. 3			3320
evam	evam	ind.			3255
wasya	wax	m. sg. g.			3226
waw	wax	n. sg. acc.			3150
yaH	yax	m. sg. nom.			3045
aham	asmax	* sg. nom.			2939
punaH	punar	ind.			2801
vA	vA	ind.			2616
yaWA	yaWA	ind.			2518
waw	wax	iic.			2508
vE	vE	ind.			2481
aWa	aWa	ind.			2310
we	wax	m. pl. nom.			2263
me	asmax	* sg. g.			2191
yaw	yax	n. sg. nom.			2153
wvam	yuRmax	* sg. nom.			2037
waxA	waxA	ind.			1843
awra	awra	ind.			1838
we	yuRmax	* sg. g.			1813
ayam	ixam	m. sg. nom.			1769
Xarma	Xarma	iic.			1670
ewaw	ewax	n. sg. nom.			1643
saH	wax	m. sg. nom.			1630
saha	saha	ind.			1623
Bavew	BU	opt. [1] ac. sg. 3			1614
wava	yuRmax	* sg. g.			1587
mama	asmax	* sg. g.			1497
iha	iha	ind.			1469
sva	sva	iic.			1409
sarve	sarva	m. pl. nom.			1349
asya	ixam	m. sg. g.			1341
rAjan	rAjan	m. sg. voc.			1310
syAw	as	opt. [2] ac. sg. 3			1256
abravIw	brU	impft. [2] ac. sg. 3			1188
arWam	arWa	m. sg. acc.			1185
wena	wax	m. sg. i.			1179
Bavawi	BU	pr. [1] ac. sg. 3			1151
ixam	ixam	n. sg. nom.			1148
xqRtvA	xqS	abs.			1135
weRAm	wax	m. pl. g.			1115
namaH	namas	n. sg. nom.			1105
yaxi	yaxi	ind.			1104
Aha	ah	pft. ac. sg. 3			1089
sA	wax	f. sg. nom.			1070
xeva	xeva	iic.			1065
yawra	yawra	ind.			1061
ha	ha	ind.			1058
wAm	wax	f. sg. acc.			1056
kaWam	kaWam	ind.			1040
rAja	rAjan	iic.			1039
rAjA	rAjan	m. sg. nom.			1037
kim	kim	n. sg. nom.			1029
mAm	asmax	* sg. acc.			1020
ye	yax	m. pl. nom.			1009
BArawa	BArawa	m. sg. voc.			1002
mayA	asmax	* sg. i.			987
aswi	as	pr. [2] ac. sg. 3			983
wAn	wax	m. pl. acc.			938
eRa	ewax	m. sg. nom.			937
axya	axya	ind.			913
SruwvA	Sru	abs.			899
kqwvA	kq	abs.			883
brahma	brahman	iic.			881
ewaw	ewax	n. sg. acc.			871
nAma	nAma	ind.			852
ixam	ixam	n. sg. acc.			852
sarvam	sarva	n. sg. nom.			832
Axi	Axi	iic.			829
ukwam	ukwa	n. sg. nom.	vac	pp.	821
aBavaw	BU	impft. [1] ac. sg. 3			791
we	yuRmax	* sg. dat.			777
asi	as	pr. [2] ac. sg. 2			764
arWa	arWa	iic.			763
puwraH	puwra	m. sg. nom.			747
svayam	svayam	ind.			741
ucyawe	vac	pr. ps. sg. 3			739
yasya	yax	m. sg. g.			738
kuryAw	kq	opt. [8] ac. sg. 3			711
kaH	kim	m. sg. nom.			710
saxA	saxA	ind.			700
sarvam	sarva	n. sg. acc.			695
jAyawe	jan	pr. [4] md. sg. 3			684
BagavAn	Bagavaw	m. sg. nom.			684
ukwaH	ukwa	m. sg. nom.	vac	pp.	680
yaw	yax	n. sg. acc.			670
sma	sma	ind.			668
parama	parama	iic.			649
wvAm	yuRmax	* sg. acc.			642
wasmin	wax	m. sg. loc.			641
wvayA	yuRmax	* sg. i.			634
kim	kim	n. sg. acc.			624
yAvaw	yAvaw	ind.			621
nara	nara	iic.			618
loka	loka	iic.			616
kqwa	kqwa	iic.	kq	pp.	615
eka	eka	iic.			615
asO	axas	m. sg. nom.			615
AwmA	Awman	m. sg. nom.			610
purA	purA	ind.			606
XarmaH	Xarma	m. sg. nom.			604
saMSayaH	saMSaya	m. sg. nom.			600
raNe	raNa	m. sg. loc.			599
kAla	kAla	iic.			588
loke	loka	m. sg. loc.			584
Awma	Awman	iic.			584
kqwam	kqwa	n. sg. nom.	kq	pp.	583
puruRa	puruRa	iic.			582
AwmAnam	Awman	m. sg. acc.			579
yawaH	yawas	ind.			573
para	para	iic.			568
vacanam	vacana	n. sg. acc.			567
awaH	awas	ind.			543
Barawa	Barawa	iic.			543
kAle	kAla	m. sg. loc.			541
bala	bala	iic.			539
sarvAn	sarva	m. pl. acc.			539
asmi	as	pr. [2] ac. sg. 1			537
pUrva	pUrva	iic.			535
wri	wri	iic.			534
param	para	n. sg. nom.			533
naraH	nara	m. sg. nom.			530
BaviRyawi	BU	fut. ac. sg. 3			530
wena	wax	n. sg. i.			527
AwmanaH	Awman	m. sg. g.			527
ukwvA	vac	abs.			525
prawi	prawi	ind.			524
karma	karman	iic.			521
rasa	rasa	iic.			519
maXye	maXya	n. sg. loc.			518
guNa	guNa	iic.			515
kAma	kAma	iic.			514
agni	agni	iic.			513
Palam	Pala	n. sg. acc.			510
gawaH	gawa	m. sg. nom.	gam	pp.	509
sawya	sawya	iic.			505
SqNu	Sru	imp. [5] ac. sg. 2			501
agniH	agni	m. sg. nom.			491
raWa	raWa	iic.			489
qRaBa	qRaBa	m. sg. voc.			488
wO	wax	m. du. nom.			487
Pala	Pala	iic.			479
vacaH	vacas	n. sg. acc.			479
AhuH	ah	pft. ac. pl. 3			473
AsIw	as	impft. [2] ac. sg. 3			469
pApa	pApa	iic.			463
wAvaw	wAvaw	ind.			460
wasmAw	wax	n. sg. abl.			458
aBUw	BU	aor. [1] ac. sg. 3			457
arhasi	arh	pr. [1] ac. sg. 2			455
wAwa	wAwa	m. sg. voc.			455
anye	anya	m. pl. nom.			453
Sara	Sara	iic.			453
xevaH	xeva	m. sg. nom.			451
yaxA	yaxA	ind.			449
samyak	samyak	ind.			448
inxra	inxra	m. sg. voc.			448
vexa	vexa	iic.			445
mahAwmanaH	mahAwman	m. sg. g.			445
sama	sama	iic.			444
puwra	puwra	iic.			438
brahmA	brahman	m. sg. nom.			438
Sawa	Sawa	iic.			436
ekaH	eka	m. sg. nom.			432
puruRaH	puruRa	m. sg. nom.			432
Palam	Pala	n. sg. nom.			431
wEH	wax	m. pl. i.			426
ewe	ewax	m. pl. nom.			425
imam	ixam	m. sg. acc.			424
naH	asmax	* pl. g.			423
lokam	loka	m. sg. acc.			421
suKa	suKa	iic.			420
pqWak	pqWak	ind.			408
Xarmam	Xarma	m. sg. acc.			408
prApya	prAp	abs.			406
kuru	kuru	iic.			406
maw	asmax	iic.			403
karma	karman	n. sg. nom.			402
karma	karman	n. sg. acc.			402
sarveRAm	sarva	m. pl. g.			397
aswu	as	imp. [2] ac. sg. 3			397
bahu	bahu	iic.			395
mahAn	mahaw	m. sg. nom.			395
vara	vara	iic.			391
yoga	yoga	iic.			384
varaH	vara	m. sg. nom.			383
arWaH	arWa	m. sg. nom.			383
Bavanwi	BU	pr. [1] ac. pl. 3			378
smqwaH	smqwa	m. sg. nom.	smq	pp.	373
BavAn	Bavaw	m. sg. nom.			372
rUpam	rUpa	n. sg. nom.			369
rAmaH	rAma	m. sg. nom.			369
iyam	ixam	f. sg. nom.			360
SarEH	Sara	m. pl. i.			360
XqwarARtraH	XqwarARtra	m. sg. nom.			360
cew	cex	ind.			359
paraH	para	m. sg. nom.			357
xoRa	xoRa	iic.			355
balaH	bala	m. sg. nom.			354
xaxyAw	xA	opt. [3] ac. sg. 3			352
sWiwaH	sWiwa	m. sg. nom.	sWA	pp.	351
puwram	puwra	m. sg. acc.			351
parASaraH	parASara	m. sg. nom.			351
AxayaH	Axi	m. pl. nom.			350
anwe	anwa	m. sg. loc.			349
praBuH	praBu	m. sg. nom.			349
sawyam	sawya	n. sg. nom.			348
sura	sura	iic.			348
inxraH	inxra	m. sg. nom.			347
xevAnAm	xeva	m. pl. g.			345
muni	muni	iic.			344
arWe	arWa	m. sg. loc.			342
raWam	raWa	m. sg. acc.			342
xevam	xeva	m. sg. acc.			341
balam	bala	n. sg. nom.			340
kAraNam	kAraNa	n. sg. nom.			340
gawvA	gam	abs.			340
kAlaH	kAla	m. sg. nom.			337
anyaw	anya	n. sg. nom.			337
karowi	kq	pr. [8] ac. sg. 3			336
vayam	asmax	* pl. nom.			336
rUpa	rUpa	iic.			334
